[{'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=1', 'sparsity': 1, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=2', 'sparsity': 2, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=4', 'sparsity': 4, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=8', 'sparsity': 8, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=16', 'sparsity': 16, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=32', 'sparsity': 32, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}]
 0it [00:00, ?it/s]   0%|          | 0/169001437 [00:01<?, ?it/s]   1%|          | 876544/169001437 [00:01<00:19, 8730499.72it/s]   2%|▏         | 2809856/169001437 [00:01<00:15, 10439432.56it/s]   3%|▎         | 5447680/169001437 [00:01<00:12, 12749186.54it/s]   5%|▌         | 8708096/169001437 [00:01<00:10, 15584964.01it/s]   7%|▋         | 11984896/169001437 [00:01<00:08, 18459176.83it/s]   9%|▉         | 15261696/169001437 [00:01<00:07, 21203443.34it/s]  11%|█         | 18538496/169001437 [00:01<00:06, 23663215.50it/s]  13%|█▎        | 21823488/169001437 [00:01<00:05, 25830104.00it/s]  15%|█▍        | 25010176/169001437 [00:02<00:05, 27332788.37it/s]  17%|█▋        | 28237824/169001437 [00:02<00:04, 28555177.24it/s]  19%|█▊        | 31432704/169001437 [00:02<00:04, 29418485.37it/s]  21%|██        | 35725312/169001437 [00:02<00:04, 32483741.75it/s]  25%|██▌       | 42409984/169001437 [00:02<00:03, 38396959.14it/s]  31%|███       | 52142080/169001437 [00:02<00:02, 46896481.99it/s]  37%|███▋      | 62726144/169001437 [00:02<00:01, 56300348.48it/s]  43%|████▎     | 73293824/169001437 [00:02<00:01, 65461546.22it/s]  50%|████▉     | 83902464/169001437 [00:02<00:01, 73957700.81it/s]  56%|█████▌    | 94363648/169001437 [00:02<00:00, 81067896.20it/s]  62%|██████▏   | 104849408/169001437 [00:03<00:00, 86951051.23it/s]  68%|██████▊   | 115335168/169001437 [00:03<00:00, 91641735.43it/s]  74%|███████▍  | 125313024/169001437 [00:03<00:00, 93853067.21it/s]  80%|████████  | 135282688/169001437 [00:03<00:00, 86571291.69it/s]  87%|████████▋ | 146284544/169001437 [00:03<00:00, 92457741.32it/s]  93%|█████████▎| 156901376/169001437 [00:03<00:00, 96117737.13it/s]  99%|█████████▉| 167124992/169001437 [00:03<00:00, 97860650.75it/s] 169009152it [00:03, 42605295.13it/s]                               => Reading YAML config from experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml
=> Saving data in runs/SupsupSeed/rn18-supsup_num_masks_3/id=supsup~seed=0~sparsity=1~try=0
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./data/cifar100/cifar-100-python.tar.gz
Extracting ./data/cifar100/cifar-100-python.tar.gz to ./data/cifar100
Files already downloaded and verified
[26 86  2 55 75 93 16 73 54 95 53 92 78 13  7 30 22 24 33  8 43 62  3 71
 45 48  6 99 82 76 60 80 90 68 51 27 18 56 63 74  1 61 42 41  4 15 17 40
 38  5 91 59  0 34 28 50 11 35 23 52 10 31 66 57 79 85 32 84 14 89 19 29
 49 97 98 69 20 94 72 77 25 37 81 46 39 65 58 12 88 70 87 36 21 83  9 96
 67 64 47 44]
[26 86  2 55 75]
[93 16 73 54 95]
[53 92 78 13  7]
Set sparsity of conv1 to 0.04259259259259259
Set sparsity of layer1.0.conv1 to 0.011111111111111112
Set sparsity of layer1.0.conv2 to 0.011111111111111112
Set sparsity of layer1.1.conv1 to 0.011111111111111112
Set sparsity of layer1.1.conv2 to 0.011111111111111112
Set sparsity of layer2.0.conv1 to 0.008333333333333333
Set sparsity of layer2.0.conv2 to 0.005555555555555556
Set sparsity of layer2.0.shortcut.0 to 0.075
Set sparsity of layer2.1.conv1 to 0.005555555555555556
Set sparsity of layer2.1.conv2 to 0.005555555555555556
Set sparsity of layer3.0.conv1 to 0.004166666666666667
Set sparsity of layer3.0.conv2 to 0.002777777777777778
Set sparsity of layer3.0.shortcut.0 to 0.0375
Set sparsity of layer3.1.conv1 to 0.002777777777777778
Set sparsity of layer3.1.conv2 to 0.002777777777777778
Set sparsity of layer4.0.conv1 to 0.0020833333333333333
Set sparsity of layer4.0.conv2 to 0.001388888888888889
Set sparsity of layer4.0.shortcut.0 to 0.01875
Set sparsity of layer4.1.conv1 to 0.001388888888888889
Set sparsity of layer4.1.conv2 to 0.001388888888888889
Set sparsity of linear to 0.20625
=> Parallelizing on [0] gpus
=> Using trainer <module 'trainers.default' from '/home/at2507/supsup_team/supsup/trainers/default.py'>

Test set: Average loss: 0.7459, Accuracy: (0.7880)

Train Epoch: 142 [0/2500 (0%)]	Loss: 0.145158
Train Epoch: 142 [1280/2500 (50%)]	Loss: 0.116555

Test set: Average loss: 0.7776, Accuracy: (0.7800)

Train Epoch: 143 [0/2500 (0%)]	Loss: 0.181424
Train Epoch: 143 [1280/2500 (50%)]	Loss: 0.122928

Test set: Average loss: 0.7732, Accuracy: (0.7860)

Train Epoch: 144 [0/2500 (0%)]	Loss: 0.223127
Train Epoch: 144 [1280/2500 (50%)]	Loss: 0.186587

Test set: Average loss: 0.6921, Accuracy: (0.7860)

Train Epoch: 145 [0/2500 (0%)]	Loss: 0.193846
Train Epoch: 145 [1280/2500 (50%)]	Loss: 0.138519

Test set: Average loss: 0.7216, Accuracy: (0.7820)

Train Epoch: 146 [0/2500 (0%)]	Loss: 0.145326
Train Epoch: 146 [1280/2500 (50%)]	Loss: 0.159103

Test set: Average loss: 0.6277, Accuracy: (0.8360)

Train Epoch: 147 [0/2500 (0%)]	Loss: 0.105706
Train Epoch: 147 [1280/2500 (50%)]	Loss: 0.091812

Test set: Average loss: 0.7422, Accuracy: (0.7940)

Train Epoch: 148 [0/2500 (0%)]	Loss: 0.074886
Train Epoch: 148 [1280/2500 (50%)]	Loss: 0.108471

Test set: Average loss: 0.7626, Accuracy: (0.7740)

Train Epoch: 149 [0/2500 (0%)]	Loss: 0.125053
Train Epoch: 149 [1280/2500 (50%)]	Loss: 0.107639

Test set: Average loss: 0.7200, Accuracy: (0.7920)

Train Epoch: 150 [0/2500 (0%)]	Loss: 0.113689
Train Epoch: 150 [1280/2500 (50%)]	Loss: 0.141211

Test set: Average loss: 0.7531, Accuracy: (0.7960)

Train Epoch: 151 [0/2500 (0%)]	Loss: 0.072867
Train Epoch: 151 [1280/2500 (50%)]	Loss: 0.135042

Test set: Average loss: 0.7256, Accuracy: (0.8000)

Train Epoch: 152 [0/2500 (0%)]	Loss: 0.141286
Train Epoch: 152 [1280/2500 (50%)]	Loss: 0.126872

Test set: Average loss: 0.7573, Accuracy: (0.7800)

Train Epoch: 153 [0/2500 (0%)]	Loss: 0.086576
Train Epoch: 153 [1280/2500 (50%)]	Loss: 0.156291

Test set: Average loss: 0.7571, Accuracy: (0.8000)

Train Epoch: 154 [0/2500 (0%)]	Loss: 0.165597
Train Epoch: 154 [1280/2500 (50%)]	Loss: 0.096269

Test set: Average loss: 0.7541, Accuracy: (0.7900)

Train Epoch: 155 [0/2500 (0%)]	Loss: 0.105596
Train Epoch: 155 [1280/2500 (50%)]	Loss: 0.139602

Test set: Average loss: 0.7637, Accuracy: (0.7940)

Train Epoch: 156 [0/2500 (0%)]	Loss: 0.105944
Train Epoch: 156 [1280/2500 (50%)]	Loss: 0.177063

Test set: Average loss: 0.7604, Accuracy: (0.7880)

Train Epoch: 157 [0/2500 (0%)]	Loss: 0.113878
Train Epoch: 157 [1280/2500 (50%)]	Loss: 0.109117

Test set: Average loss: 0.7856, Accuracy: (0.7800)

Train Epoch: 158 [0/2500 (0%)]	Loss: 0.050687
Train Epoch: 158 [1280/2500 (50%)]	Loss: 0.132340

Test set: Average loss: 0.8278, Accuracy: (0.7860)

Train Epoch: 159 [0/2500 (0%)]	Loss: 0.161654
Train Epoch: 159 [1280/2500 (50%)]	Loss: 0.182969

Test set: Average loss: 0.7125, Accuracy: (0.8100)

Train Epoch: 160 [0/2500 (0%)]	Loss: 0.127145
Train Epoch: 160 [1280/2500 (50%)]	Loss: 0.148597

Test set: Average loss: 0.7368, Accuracy: (0.8000)

Train Epoch: 161 [0/2500 (0%)]	Loss: 0.142520
Train Epoch: 161 [1280/2500 (50%)]	Loss: 0.207790

Test set: Average loss: 0.6980, Accuracy: (0.8000)

Train Epoch: 162 [0/2500 (0%)]	Loss: 0.050991
Train Epoch: 162 [1280/2500 (50%)]	Loss: 0.091563

Test set: Average loss: 0.8328, Accuracy: (0.7800)

Train Epoch: 163 [0/2500 (0%)]	Loss: 0.126338
Train Epoch: 163 [1280/2500 (50%)]	Loss: 0.094365

Test set: Average loss: 0.7898, Accuracy: (0.7860)

Train Epoch: 164 [0/2500 (0%)]	Loss: 0.082759
Train Epoch: 164 [1280/2500 (50%)]	Loss: 0.190657

Test set: Average loss: 0.7202, Accuracy: (0.7760)

Train Epoch: 165 [0/2500 (0%)]	Loss: 0.073712
Train Epoch: 165 [1280/2500 (50%)]	Loss: 0.087845

Test set: Average loss: 0.7786, Accuracy: (0.7900)

Train Epoch: 166 [0/2500 (0%)]	Loss: 0.156809
Train Epoch: 166 [1280/2500 (50%)]	Loss: 0.083645

Test set: Average loss: 0.8141, Accuracy: (0.7720)

Train Epoch: 167 [0/2500 (0%)]	Loss: 0.171507
Train Epoch: 167 [1280/2500 (50%)]	Loss: 0.061211

Test set: Average loss: 0.7603, Accuracy: (0.7960)

Train Epoch: 168 [0/2500 (0%)]	Loss: 0.088445
Train Epoch: 168 [1280/2500 (50%)]	Loss: 0.068418

Test set: Average loss: 0.7471, Accuracy: (0.7900)

Train Epoch: 169 [0/2500 (0%)]	Loss: 0.095003
Train Epoch: 169 [1280/2500 (50%)]	Loss: 0.057382

Test set: Average loss: 0.8168, Accuracy: (0.8020)

Train Epoch: 170 [0/2500 (0%)]	Loss: 0.060028
Train Epoch: 170 [1280/2500 (50%)]	Loss: 0.101596

Test set: Average loss: 0.7970, Accuracy: (0.7920)

Train Epoch: 171 [0/2500 (0%)]	Loss: 0.105757
Train Epoch: 171 [1280/2500 (50%)]	Loss: 0.120795

Test set: Average loss: 0.8230, Accuracy: (0.7820)

Train Epoch: 172 [0/2500 (0%)]	Loss: 0.064433
Train Epoch: 172 [1280/2500 (50%)]	Loss: 0.068404

Test set: Average loss: 0.7934, Accuracy: (0.7840)

Train Epoch: 173 [0/2500 (0%)]	Loss: 0.113015
Train Epoch: 173 [1280/2500 (50%)]	Loss: 0.085221

Test set: Average loss: 0.8180, Accuracy: (0.7800)

Train Epoch: 174 [0/2500 (0%)]	Loss: 0.117429
Train Epoch: 174 [1280/2500 (50%)]	Loss: 0.088818

Test set: Average loss: 0.6904, Accuracy: (0.8000)

Train Epoch: 175 [0/2500 (0%)]	Loss: 0.071874
Train Epoch: 175 [1280/2500 (50%)]	Loss: 0.106146

Test set: Average loss: 0.8543, Accuracy: (0.7820)

Train Epoch: 176 [0/2500 (0%)]	Loss: 0.111572
Train Epoch: 176 [1280/2500 (50%)]	Loss: 0.081857

Test set: Average loss: 0.8258, Accuracy: (0.7900)

Train Epoch: 177 [0/2500 (0%)]	Loss: 0.060316
Train Epoch: 177 [1280/2500 (50%)]	Loss: 0.051923

Test set: Average loss: 0.7843, Accuracy: (0.7840)

Train Epoch: 178 [0/2500 (0%)]	Loss: 0.108444
Train Epoch: 178 [1280/2500 (50%)]	Loss: 0.073295

Test set: Average loss: 0.8361, Accuracy: (0.7820)

Train Epoch: 179 [0/2500 (0%)]	Loss: 0.083719
Train Epoch: 179 [1280/2500 (50%)]	Loss: 0.088361

Test set: Average loss: 0.8795, Accuracy: (0.7680)

Train Epoch: 180 [0/2500 (0%)]	Loss: 0.060361
Train Epoch: 180 [1280/2500 (50%)]	Loss: 0.114005

Test set: Average loss: 0.8215, Accuracy: (0.7920)

Train Epoch: 181 [0/2500 (0%)]	Loss: 0.064746
Train Epoch: 181 [1280/2500 (50%)]	Loss: 0.062202

Test set: Average loss: 0.8113, Accuracy: (0.7820)

Train Epoch: 182 [0/2500 (0%)]	Loss: 0.082640
Train Epoch: 182 [1280/2500 (50%)]	Loss: 0.086943

Test set: Average loss: 0.7180, Accuracy: (0.8040)

Train Epoch: 183 [0/2500 (0%)]	Loss: 0.079462
Train Epoch: 183 [1280/2500 (50%)]	Loss: 0.057089

Test set: Average loss: 0.8503, Accuracy: (0.7740)

Train Epoch: 184 [0/2500 (0%)]	Loss: 0.077152
Train Epoch: 184 [1280/2500 (50%)]	Loss: 0.041665

Test set: Average loss: 0.9050, Accuracy: (0.7700)

Train Epoch: 185 [0/2500 (0%)]	Loss: 0.059382
Train Epoch: 185 [1280/2500 (50%)]	Loss: 0.054001

Test set: Average loss: 0.8346, Accuracy: (0.7980)

Train Epoch: 186 [0/2500 (0%)]	Loss: 0.065319
Train Epoch: 186 [1280/2500 (50%)]	Loss: 0.074522

Test set: Average loss: 0.8551, Accuracy: (0.7920)

Train Epoch: 187 [0/2500 (0%)]	Loss: 0.087202
Train Epoch: 187 [1280/2500 (50%)]	Loss: 0.034802

Test set: Average loss: 0.8148, Accuracy: (0.8080)

Train Epoch: 188 [0/2500 (0%)]	Loss: 0.032535
Train Epoch: 188 [1280/2500 (50%)]	Loss: 0.045384

Test set: Average loss: 0.8573, Accuracy: (0.7860)

Train Epoch: 189 [0/2500 (0%)]	Loss: 0.036994
Train Epoch: 189 [1280/2500 (50%)]	Loss: 0.096142

Test set: Average loss: 0.7315, Accuracy: (0.7960)

Train Epoch: 190 [0/2500 (0%)]	Loss: 0.091793
Train Epoch: 190 [1280/2500 (50%)]	Loss: 0.106839

Test set: Average loss: 0.8283, Accuracy: (0.7920)

Train Epoch: 191 [0/2500 (0%)]	Loss: 0.044895
Train Epoch: 191 [1280/2500 (50%)]	Loss: 0.040938

Test set: Average loss: 0.7866, Accuracy: (0.7960)

Train Epoch: 192 [0/2500 (0%)]	Loss: 0.062545
Train Epoch: 192 [1280/2500 (50%)]	Loss: 0.051621

Test set: Average loss: 0.8835, Accuracy: (0.7920)

Train Epoch: 193 [0/2500 (0%)]	Loss: 0.061688
Train Epoch: 193 [1280/2500 (50%)]	Loss: 0.085588

Test set: Average loss: 0.7787, Accuracy: (0.8060)

Train Epoch: 194 [0/2500 (0%)]	Loss: 0.044167
Train Epoch: 194 [1280/2500 (50%)]	Loss: 0.152253

Test set: Average loss: 0.8240, Accuracy: (0.7660)

Train Epoch: 195 [0/2500 (0%)]	Loss: 0.084701
Train Epoch: 195 [1280/2500 (50%)]	Loss: 0.079405

Test set: Average loss: 0.8437, Accuracy: (0.7880)

Train Epoch: 196 [0/2500 (0%)]	Loss: 0.066150
Train Epoch: 196 [1280/2500 (50%)]	Loss: 0.037686

Test set: Average loss: 0.8117, Accuracy: (0.8000)

Train Epoch: 197 [0/2500 (0%)]	Loss: 0.056428
Train Epoch: 197 [1280/2500 (50%)]	Loss: 0.045322

Test set: Average loss: 0.8151, Accuracy: (0.7960)

Train Epoch: 198 [0/2500 (0%)]	Loss: 0.104581
Train Epoch: 198 [1280/2500 (50%)]	Loss: 0.074295

Test set: Average loss: 0.8795, Accuracy: (0.7960)

Train Epoch: 199 [0/2500 (0%)]	Loss: 0.107837
Train Epoch: 199 [1280/2500 (50%)]	Loss: 0.033043

Test set: Average loss: 0.7725, Accuracy: (0.7940)

Train Epoch: 200 [0/2500 (0%)]	Loss: 0.111760
Train Epoch: 200 [1280/2500 (50%)]	Loss: 0.073928

Test set: Average loss: 0.8212, Accuracy: (0.8060)

Train Epoch: 201 [0/2500 (0%)]	Loss: 0.044719
Train Epoch: 201 [1280/2500 (50%)]	Loss: 0.040287

Test set: Average loss: 0.8163, Accuracy: (0.7940)

Train Epoch: 202 [0/2500 (0%)]	Loss: 0.024813
Train Epoch: 202 [1280/2500 (50%)]	Loss: 0.064076

Test set: Average loss: 0.8312, Accuracy: (0.7860)

Train Epoch: 203 [0/2500 (0%)]	Loss: 0.050332
Train Epoch: 203 [1280/2500 (50%)]	Loss: 0.060757

Test set: Average loss: 0.8478, Accuracy: (0.7940)

Train Epoch: 204 [0/2500 (0%)]	Loss: 0.063538
Train Epoch: 204 [1280/2500 (50%)]	Loss: 0.040338

Test set: Average loss: 0.8407, Accuracy: (0.7840)

Train Epoch: 205 [0/2500 (0%)]	Loss: 0.033522
Train Epoch: 205 [1280/2500 (50%)]	Loss: 0.086682

Test set: Average loss: 0.7945, Accuracy: (0.8080)

Train Epoch: 206 [0/2500 (0%)]	Loss: 0.028484
Train Epoch: 206 [1280/2500 (50%)]	Loss: 0.026010

Test set: Average loss: 0.8669, Accuracy: (0.7900)

Train Epoch: 207 [0/2500 (0%)]	Loss: 0.065196
Train Epoch: 207 [1280/2500 (50%)]	Loss: 0.043405

Test set: Average loss: 0.8602, Accuracy: (0.7940)

Train Epoch: 208 [0/2500 (0%)]	Loss: 0.027771
Train Epoch: 208 [1280/2500 (50%)]	Loss: 0.018691

Test set: Average loss: 0.8357, Accuracy: (0.7960)

Train Epoch: 209 [0/2500 (0%)]	Loss: 0.039191
Train Epoch: 209 [1280/2500 (50%)]	Loss: 0.032703

Test set: Average loss: 0.7817, Accuracy: (0.8000)

Train Epoch: 210 [0/2500 (0%)]	Loss: 0.037468
Train Epoch: 210 [1280/2500 (50%)]	Loss: 0.049879

Test set: Average loss: 0.8143, Accuracy: (0.8040)

Train Epoch: 211 [0/2500 (0%)]	Loss: 0.026002
Train Epoch: 211 [1280/2500 (50%)]	Loss: 0.036193

Test set: Average loss: 0.8540, Accuracy: (0.7960)

Train Epoch: 212 [0/2500 (0%)]	Loss: 0.013825
Train Epoch: 212 [1280/2500 (50%)]	Loss: 0.038091

Test set: Average loss: 0.8474, Accuracy: (0.8040)

Train Epoch: 213 [0/2500 (0%)]	Loss: 0.026763
Train Epoch: 213 [1280/2500 (50%)]	Loss: 0.043591

Test set: Average loss: 0.8381, Accuracy: (0.8020)

Train Epoch: 214 [0/2500 (0%)]	Loss: 0.052265
Train Epoch: 214 [1280/2500 (50%)]	Loss: 0.021389

Test set: Average loss: 0.8318, Accuracy: (0.8180)

Train Epoch: 215 [0/2500 (0%)]	Loss: 0.042977
Train Epoch: 215 [1280/2500 (50%)]	Loss: 0.040893

Test set: Average loss: 0.8407, Accuracy: (0.8040)

Train Epoch: 216 [0/2500 (0%)]	Loss: 0.026590
Train Epoch: 216 [1280/2500 (50%)]	Loss: 0.016782

Test set: Average loss: 0.8473, Accuracy: (0.8000)

Train Epoch: 217 [0/2500 (0%)]	Loss: 0.025808
Train Epoch: 217 [1280/2500 (50%)]	Loss: 0.065995

Test set: Average loss: 0.8461, Accuracy: (0.8060)

Train Epoch: 218 [0/2500 (0%)]	Loss: 0.022424
Train Epoch: 218 [1280/2500 (50%)]	Loss: 0.030692

Test set: Average loss: 0.8654, Accuracy: (0.7960)

Train Epoch: 219 [0/2500 (0%)]	Loss: 0.031458
Train Epoch: 219 [1280/2500 (50%)]	Loss: 0.016990

Test set: Average loss: 0.7940, Accuracy: (0.8040)

Train Epoch: 220 [0/2500 (0%)]	Loss: 0.021341
Train Epoch: 220 [1280/2500 (50%)]	Loss: 0.083105

Test set: Average loss: 0.7768, Accuracy: (0.8120)

Train Epoch: 221 [0/2500 (0%)]	Loss: 0.041319
Train Epoch: 221 [1280/2500 (50%)]	Loss: 0.016048

Test set: Average loss: 0.8458, Accuracy: (0.8020)

Train Epoch: 222 [0/2500 (0%)]	Loss: 0.013028
Train Epoch: 222 [1280/2500 (50%)]	Loss: 0.023217

Test set: Average loss: 0.8594, Accuracy: (0.7960)

Train Epoch: 223 [0/2500 (0%)]	Loss: 0.016722
Train Epoch: 223 [1280/2500 (50%)]	Loss: 0.013964

Test set: Average loss: 0.8180, Accuracy: (0.8060)

Train Epoch: 224 [0/2500 (0%)]	Loss: 0.006061
Train Epoch: 224 [1280/2500 (50%)]	Loss: 0.031504

Test set: Average loss: 0.8454, Accuracy: (0.7920)

Train Epoch: 225 [0/2500 (0%)]	Loss: 0.036752
Train Epoch: 225 [1280/2500 (50%)]	Loss: 0.020928

Test set: Average loss: 0.8647, Accuracy: (0.7940)

Train Epoch: 226 [0/2500 (0%)]	Loss: 0.015685
Train Epoch: 226 [1280/2500 (50%)]	Loss: 0.009959

Test set: Average loss: 0.8320, Accuracy: (0.8080)

Train Epoch: 227 [0/2500 (0%)]	Loss: 0.019957
Train Epoch: 227 [1280/2500 (50%)]	Loss: 0.023485

Test set: Average loss: 0.9021, Accuracy: (0.7960)

Train Epoch: 228 [0/2500 (0%)]	Loss: 0.021278
Train Epoch: 228 [1280/2500 (50%)]	Loss: 0.015183

Test set: Average loss: 0.8834, Accuracy: (0.8080)

Train Epoch: 229 [0/2500 (0%)]	Loss: 0.011251
Train Epoch: 229 [1280/2500 (50%)]	Loss: 0.029210

Test set: Average loss: 0.8427, Accuracy: (0.8060)

Train Epoch: 230 [0/2500 (0%)]	Loss: 0.015357
Train Epoch: 230 [1280/2500 (50%)]	Loss: 0.010718

Test set: Average loss: 0.8921, Accuracy: (0.7920)

Train Epoch: 231 [0/2500 (0%)]	Loss: 0.030098
Train Epoch: 231 [1280/2500 (50%)]	Loss: 0.014264

Test set: Average loss: 0.8994, Accuracy: (0.7880)

Train Epoch: 232 [0/2500 (0%)]	Loss: 0.017516
Train Epoch: 232 [1280/2500 (50%)]	Loss: 0.012389

Test set: Average loss: 0.8660, Accuracy: (0.8060)

Train Epoch: 233 [0/2500 (0%)]	Loss: 0.024875
Train Epoch: 233 [1280/2500 (50%)]	Loss: 0.014024

Test set: Average loss: 0.8858, Accuracy: (0.8020)

Train Epoch: 234 [0/2500 (0%)]	Loss: 0.011704
Train Epoch: 234 [1280/2500 (50%)]	Loss: 0.023336

Test set: Average loss: 0.8805, Accuracy: (0.8100)

Train Epoch: 235 [0/2500 (0%)]	Loss: 0.016578
Train Epoch: 235 [1280/2500 (50%)]	Loss: 0.012144

Test set: Average loss: 0.8525, Accuracy: (0.8080)

Train Epoch: 236 [0/2500 (0%)]	Loss: 0.060042
Train Epoch: 236 [1280/2500 (50%)]	Loss: 0.013020

Test set: Average loss: 0.8898, Accuracy: (0.7980)

Train Epoch: 237 [0/2500 (0%)]	Loss: 0.022484
Train Epoch: 237 [1280/2500 (50%)]	Loss: 0.015658

Test set: Average loss: 0.8634, Accuracy: (0.7960)

Train Epoch: 238 [0/2500 (0%)]	Loss: 0.013617
Train Epoch: 238 [1280/2500 (50%)]	Loss: 0.011290

Test set: Average loss: 0.9025, Accuracy: (0.8000)

Train Epoch: 239 [0/2500 (0%)]	Loss: 0.049250
Train Epoch: 239 [1280/2500 (50%)]	Loss: 0.051083

Test set: Average loss: 0.8816, Accuracy: (0.8080)

Train Epoch: 240 [0/2500 (0%)]	Loss: 0.028011
Train Epoch: 240 [1280/2500 (50%)]	Loss: 0.010620

Test set: Average loss: 0.8669, Accuracy: (0.8000)

Train Epoch: 241 [0/2500 (0%)]	Loss: 0.031965
Train Epoch: 241 [1280/2500 (50%)]	Loss: 0.005427

Test set: Average loss: 0.9087, Accuracy: (0.7980)

Train Epoch: 242 [0/2500 (0%)]	Loss: 0.026424
Train Epoch: 242 [1280/2500 (50%)]	Loss: 0.011650

Test set: Average loss: 0.8778, Accuracy: (0.8040)

Train Epoch: 243 [0/2500 (0%)]	Loss: 0.010121
Train Epoch: 243 [1280/2500 (50%)]	Loss: 0.015953

Test set: Average loss: 0.8647, Accuracy: (0.8060)

Train Epoch: 244 [0/2500 (0%)]	Loss: 0.013893
Train Epoch: 244 [1280/2500 (50%)]	Loss: 0.009258

Test set: Average loss: 0.8575, Accuracy: (0.8100)

Train Epoch: 245 [0/2500 (0%)]	Loss: 0.014356
Train Epoch: 245 [1280/2500 (50%)]	Loss: 0.015474

Test set: Average loss: 0.8882, Accuracy: (0.7880)

Train Epoch: 246 [0/2500 (0%)]	Loss: 0.008377
Train Epoch: 246 [1280/2500 (50%)]	Loss: 0.023608

Test set: Average loss: 0.9081, Accuracy: (0.8000)

Train Epoch: 247 [0/2500 (0%)]	Loss: 0.015139
Train Epoch: 247 [1280/2500 (50%)]	Loss: 0.007572

Test set: Average loss: 0.8598, Accuracy: (0.8180)

Train Epoch: 248 [0/2500 (0%)]	Loss: 0.010286
Train Epoch: 248 [1280/2500 (50%)]	Loss: 0.035698

Test set: Average loss: 0.8867, Accuracy: (0.8040)

Train Epoch: 249 [0/2500 (0%)]	Loss: 0.013067
Train Epoch: 249 [1280/2500 (50%)]	Loss: 0.023283

Test set: Average loss: 0.8365, Accuracy: (0.8200)

Train Epoch: 250 [0/2500 (0%)]	Loss: 0.016836
Train Epoch: 250 [1280/2500 (50%)]	Loss: 0.035086

Test set: Average loss: 0.8689, Accuracy: (0.8020)

Task RandSplitCIFAR100: 2
Train Epoch: 1 [0/2500 (0%)]	Loss: 1.696861
Train Epoch: 1 [1280/2500 (50%)]	Loss: 1.204153

Test set: Average loss: 0.8959, Accuracy: (0.6620)

Train Epoch: 2 [0/2500 (0%)]	Loss: 0.775242
Train Epoch: 2 [1280/2500 (50%)]	Loss: 0.728526

Test set: Average loss: 0.7187, Accuracy: (0.7220)

Train Epoch: 3 [0/2500 (0%)]	Loss: 0.769882
Train Epoch: 3 [1280/2500 (50%)]	Loss: 0.855732

Test set: Average loss: 0.7162, Accuracy: (0.6960)

Train Epoch: 4 [0/2500 (0%)]	Loss: 0.611385
Train Epoch: 4 [1280/2500 (50%)]	Loss: 0.619803

Test set: Average loss: 0.6078, Accuracy: (0.7620)

Train Epoch: 5 [0/2500 (0%)]	Loss: 0.818234
Train Epoch: 5 [1280/2500 (50%)]	Loss: 0.654968

Test set: Average loss: 0.5888, Accuracy: (0.7660)

Train Epoch: 6 [0/2500 (0%)]	Loss: 0.529349
Train Epoch: 6 [1280/2500 (50%)]	Loss: 0.769591

Test set: Average loss: 0.5687, Accuracy: (0.8060)

Train Epoch: 7 [0/2500 (0%)]	Loss: 0.527346
Train Epoch: 7 [1280/2500 (50%)]	Loss: 0.581467

Test set: Average loss: 0.5455, Accuracy: (0.8000)

Train Epoch: 8 [0/2500 (0%)]	Loss: 0.540911
